DESCRIPCION,NOMBRE_FACULTAD,NOMBRE_PROGRAMA,JORNADA,MODALIDAD,NOMBRE_SEDE,TIPO_IDEN_EST,LUG_EXPEDICION,LUGAR_NACIMIENTO,FECHA_NACIMIENTO,SEXO,ESTRATO,NOMBRE_ESTADO
PRIMER  SEMESTRE DE 2019,INGENIERIA,ESPECIALIZACION EN ESTRUCTURAS,OTRO,PRESENCIAL,TUNJA,C,FLORIÁN,FLORIÁN,07/19/1987 12:00:00 AM,M,,PERDIO CUPO A 052/2012  ART 15 LIT.A.
PRIMER  SEMESTRE DE 2019,INGENIERIA,ESPECIALIZACION EN ESTRUCTURAS,OTRO,PRESENCIAL,TUNJA,C,GARAGOA,SAN LUIS DE GACENO,12/12/1976 12:00:00 AM,M,,PERDIO CUPO A 052/2012  ART 15 LIT.A.
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,C,SANTA MARÍA,SANTA MARÍA,12/05/1997 12:00:00 AM,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,C,DUITAMA,SOGAMOSO,06/15/1993 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,C,SUTAMARCHÁN,SUTAMARCHÁN,04/07/1996 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,C,BELÉN,BELÉN,10/25/1997 12:00:00 AM,F,1,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,11/08/1997 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,ZETAQUIRA,09/01/1999 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,ARAUCA,09/17/1999 12:00:00 AM,M,4,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,07/22/1994 12:00:00 AM,M,4,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,DUITAMA,08/07/1996 12:00:00 AM,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,T,CERINZA,CERINZA,08/28/2000 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,T,CUCAITA,TUNJA,05/21/2000 12:00:00 AM,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA AMBIENTAL,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,01/21/1999 12:00:00 AM,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA CIVIL,DIURNO,PRESENCIAL,TUNJA,C,TÓPAGA,TÓPAGA,08/24/1992 12:00:00 AM,M,,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA CIVIL,DIURNO,PRESENCIAL,TUNJA,C,PAIPA,DUITAMA,10/08/1996 12:00:00 AM,M,,PERDIO CUPO A130/98 ART. 80 LIT. B
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA CIVIL,DIURNO,PRESENCIAL,TUNJA,C,MÁLAGA,MÁLAGA,09/07/1996 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA CIVIL,DIURNO,PRESENCIAL,TUNJA,T,TUNJA,BOGOTÁ D.C.,04/02/2001 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA CIVIL,DIURNO,PRESENCIAL,TUNJA,C,BOGOTÁ D.C.,SOGAMOSO,04/25/1999 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA CIVIL,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,LA UVITA,11/26/1996 12:00:00 AM,M,3,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA CIVIL,DIURNO,PRESENCIAL,TUNJA,C,ARAUCA,ARAUQUITA,05/25/1995 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA CIVIL,DIURNO,PRESENCIAL,TUNJA,C,DUITAMA,DUITAMA,05/23/1998 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNO,PRESENCIAL,TUNJA,C,PUENTE NACIONAL,PUENTE NACIONAL,03/28/1999 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNO,PRESENCIAL,SOGAMOSO,C,TOGÜÍ,TOGÜÍ,03/21/1999 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNO,PRESENCIAL,TUNJA,C,CUCAITA,TUNJA,02/25/1993 12:00:00 AM,M,,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,BARRANCABERMEJA,02/14/2000 12:00:00 AM,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNO,PRESENCIAL,TUNJA,C,CERINZA,SOGAMOSO,10/29/1998 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNO,PRESENCIAL,SOGAMOSO,T,GAMEZA,GAMEZA,07/27/2000 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,12/13/2000 12:00:00 AM,M,3,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNO,PRESENCIAL,SOGAMOSO,C,PAIPA,PAIPA,05/30/2000 12:00:00 AM,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNO,PRESENCIAL,TUNJA,C,PAZ DE RÍO,PAZ DE RÍO,10/12/1994 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,07/13/1994 12:00:00 AM,M,3,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNO,PRESENCIAL,TUNJA,C,MIRAFLORES,TUNJA,08/04/1999 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,10/27/1995 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TAME,03/02/1999 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE SISTEMAS Y COMPUTACION,DIURNO,PRESENCIAL,TUNJA,T,RAMIRIQUÍ,RAMIRIQUÍ,03/10/2001 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,03/10/1994 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNO,PRESENCIAL,TUNJA,C,VILLAVICENCIO,VILLAVICENCIO,06/09/1998 12:00:00 AM,M,3,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNO,PRESENCIAL,TUNJA,C,PAIPA,DUITAMA,05/27/1995 12:00:00 AM,F,2,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNO,PRESENCIAL,TUNJA,C,DUITAMA,DUITAMA,06/07/1994 12:00:00 AM,F,,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNO,PRESENCIAL,TUNJA,C,SOGAMOSO,MONGUA,12/29/1992 12:00:00 AM,F,,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNO,PRESENCIAL,TUNJA,C,BOGOTÁ D.C.,BOGOTÁ D.C.,12/26/1990 12:00:00 AM,F,,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,MONIQUIRÁ,05/17/1987 12:00:00 AM,M,,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,ESPINAL,03/31/1998 12:00:00 AM,M,3,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNO,PRESENCIAL,TUNJA,C,SOGAMOSO,SOGAMOSO,07/09/1985 12:00:00 AM,M,,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNO,PRESENCIAL,TUNJA,C,CHÍQUIZA,TUNJA,11/19/1993 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA DE TRANSPORTE Y VIAS,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,SOGAMOSO,04/02/1996 12:00:00 AM,F,,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA METALURGICA,DIURNO,PRESENCIAL,TUNJA,C,BELÉN,SANTA ROSA DE VITERBO,11/20/1999 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA METALURGICA,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,08/31/1999 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA METALURGICA,DIURNO,PRESENCIAL,TUNJA,C,DUITAMA,DUITAMA,09/29/1999 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA METALURGICA,DIURNO,PRESENCIAL,TUNJA,T,SIACHOQUE,SIACHOQUE,07/05/2001 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,INGENIERIA,INGENIERIA METALURGICA,DIURNO,PRESENCIAL,TUNJA,C,YOPAL,YOPAL,11/12/1997 12:00:00 AM,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B
PRIMER  SEMESTRE DE 2019,INGENIERIA,MAESTRIA EN GEOTECNIA,DIURNO,PRESENCIAL,TUNJA,C,DUITAMA,SOCOTÁ,04/28/1980 12:00:00 AM,M,,PERDIO CUPO A 052/2012  ART 15 LIT.A.
PRIMER  SEMESTRE DE 2019,INGENIERIA,MAESTRIA EN GEOTECNIA,DIURNO,PRESENCIAL,TUNJA,C,VALLEDUPAR,VALLEDUPAR,12/26/1992 12:00:00 AM,M,,PERDIO CUPO A 052/2012  ART 15 LIT.A.
PRIMER  SEMESTRE DE 2019,SECCIONAL CHIQUINQUIRA,ADMINISTRACION DE EMPRESAS,NOCTURNO,PRESENCIAL,CHIQUINQUIRA,C,COPER,CHIQUINQUIRÁ,01/17/2000 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,SECCIONAL CHIQUINQUIRA,ADMINISTRACION DE EMPRESAS,NOCTURNO,PRESENCIAL,CHIQUINQUIRA,C,RIVERA,NEIVA,09/01/1991 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B
PRIMER  SEMESTRE DE 2019,SECCIONAL CHIQUINQUIRA,ADMINISTRACION DE EMPRESAS,NOCTURNO,PRESENCIAL,CHIQUINQUIRA,C,PUENTE NACIONAL,PUENTE NACIONAL,10/24/1993 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,SECCIONAL CHIQUINQUIRA,CONTADURIA PUBLICA,NOCTURNO,PRESENCIAL,CHIQUINQUIRA,C,CHIQUINQUIRÁ,CHIQUINQUIRÁ,04/04/1998 12:00:00 AM,F,1,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,SECCIONAL CHIQUINQUIRA,CONTADURIA PUBLICA,NOCTURNO,PRESENCIAL,CHIQUINQUIRA,C,SIMIJACA,CHIQUINQUIRÁ,03/04/1997 12:00:00 AM,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,ADMINISTRACION DE EMPRESAS AGROPECUARIAS,DIURNO,PRESENCIAL,DUITAMA,C,DUITAMA,DUITAMA,02/27/1995 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,ADMINISTRACION DE EMPRESAS AGROPECUARIAS,DIURNO,PRESENCIAL,DUITAMA,C,SOGAMOSO,SOGAMOSO,01/11/1996 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,ADMINISTRACION DE EMPRESAS AGROPECUARIAS,DIURNO,PRESENCIAL,DUITAMA,C,PAIPA,PAIPA,04/12/1998 12:00:00 AM,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,ADMINISTRACION DE EMPRESAS AGROPECUARIAS,DIURNO,PRESENCIAL,DUITAMA,C,CERINZA,PAIPA,04/29/1996 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,ADMINISTRACION INDUSTRIAL,DIURNO,PRESENCIAL,DUITAMA,C,AGUAZUL,YOPAL,06/11/1999 12:00:00 AM,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,ADMINISTRACION INDUSTRIAL,DIURNO,PRESENCIAL,DUITAMA,C,DUITAMA,DUITAMA,08/28/1995 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,ADMINISTRACION INDUSTRIAL,DIURNO,PRESENCIAL,DUITAMA,C,DUITAMA,FUSAGASUGÁ,01/24/1997 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,ADMINISTRACION TURISTICA Y HOTELERA,DIURNO,PRESENCIAL,DUITAMA,C,NOBSA,NOBSA,04/07/1998 12:00:00 AM,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,DISEÑO INDUSTRIAL,DIURNO,PRESENCIAL,DUITAMA,C,TUNJA,TUNJA,12/07/1996 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,DISEÑO INDUSTRIAL,DIURNO,PRESENCIAL,DUITAMA,C,SOGAMOSO,SOGAMOSO,09/18/1995 12:00:00 AM,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,DIURNO,PRESENCIAL,DUITAMA,C,VILLAVICENCIO,VILLAVICENCIO,06/07/1997 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,DIURNO,PRESENCIAL,DUITAMA,C,TIBASOSA,CERINZA,10/16/1994 12:00:00 AM,M,3,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,DIURNO,PRESENCIAL,DUITAMA,T,DUITAMA,BOGOTA D.E,09/17/2000 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,DIURNO,PRESENCIAL,DUITAMA,C,DUITAMA,TUNJA,04/19/1998 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,DIURNO,PRESENCIAL,DUITAMA,C,DUITAMA,DUITAMA,04/13/1998 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,DIURNO,PRESENCIAL,DUITAMA,C,DUITAMA,DUITAMA,03/22/1986 12:00:00 AM,M,,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,DIURNO,PRESENCIAL,DUITAMA,C,SANTA ROSA DE VITERBO,AQUITANIA,06/14/1998 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,DIURNO,PRESENCIAL,DUITAMA,C,PAIPA,DUITAMA,06/16/1998 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,DIURNO,PRESENCIAL,DUITAMA,C,DUITAMA,DUITAMA,02/07/1997 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,DIURNO,PRESENCIAL,DUITAMA,C,PAIPA,YOPAL,02/17/1999 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,DIURNO,PRESENCIAL,DUITAMA,C,DUITAMA,CARTAGO,05/14/2000 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,INGENIERIA ELECTROMECANICA,DIURNO,PRESENCIAL,DUITAMA,C,NEIVA,NEIVA,01/11/1986 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,LICENCIATURA EN MATEMATICAS,DIURNO,PRESENCIAL,DUITAMA,C,DUITAMA,SOGAMOSO,02/29/2000 12:00:00 AM,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,LICENCIATURA EN MATEMATICAS,DIURNO,PRESENCIAL,DUITAMA,C,PAIPA,PAIPA,02/05/1998 12:00:00 AM,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,LICENCIATURA EN MATEMATICAS Y ESTADISTICA,,PRESENCIAL,DUITAMA,C,FIRAVITOBA,FIRAVITOBA,08/09/1996 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,LICENCIATURA EN MATEMATICAS Y ESTADISTICA,,PRESENCIAL,DUITAMA,C,DUITAMA,NOBSA,01/27/1992 12:00:00 AM,M,,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,LICENCIATURA EN TECNOLOGIA,DIURNO,PRESENCIAL,DUITAMA,C,DUITAMA,DUITAMA,12/31/1999 12:00:00 AM,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,LICENCIATURA EN TECNOLOGIA,DIURNO,PRESENCIAL,DUITAMA,C,TUNJA,BUCARAMANGA,11/17/1997 12:00:00 AM,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,LICENCIATURA EN TECNOLOGIA,DIURNO,PRESENCIAL,DUITAMA,C,DUITAMA,DUITAMA,11/23/1998 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,SECCIONAL DUITAMA,LICENCIATURA EN TECNOLOGIA,DIURNO,PRESENCIAL,DUITAMA,C,TIBASOSA,DUITAMA,02/05/1998 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,SECCIONAL SOGAMOSO,ADMINISTRACION DE EMPRESAS,,PRESENCIAL,SOGAMOSO,C,SOGAMOSO,SOGAMOSO,06/24/1994 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B
PRIMER  SEMESTRE DE 2019,SECCIONAL SOGAMOSO,ADMINISTRACION DE EMPRESAS,,PRESENCIAL,SOGAMOSO,C,SOGAMOSO,SOGAMOSO,06/06/1999 12:00:00 AM,F,2,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,SECCIONAL SOGAMOSO,ADMINISTRACION DE EMPRESAS,,PRESENCIAL,SOGAMOSO,C,SOGAMOSO,BARRANQUILLA,11/19/1998 12:00:00 AM,M,3,PERDIO CUPO A130/98 ART.80 LIT. E
PRIMER  SEMESTRE DE 2019,SECCIONAL SOGAMOSO,CONTADURIA PUBLICA,DIURNO,PRESENCIAL,SOGAMOSO,C,SOGAMOSO,BOGOTA D.E,04/08/1998 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,SECCIONAL SOGAMOSO,CONTADURIA PUBLICA,DIURNO,PRESENCIAL,SOGAMOSO,C,NOBSA,NOBSA,10/02/1998 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,SECCIONAL SOGAMOSO,ESPECIALIZACION EN GEOTECNIA VIAL,OTRO,PRESENCIAL,SOGAMOSO,C,NOBSA,NOBSA,10/18/1988 12:00:00 AM,M,,PERDIO CUPO A 052/2012  ART 15 LIT.A.
PRIMER  SEMESTRE DE 2019,SECCIONAL SOGAMOSO,FINANZAS Y COMERCIO INTERNACIONAL,,PRESENCIAL,SOGAMOSO,C,SOGAMOSO,SOGAMOSO,08/18/1997 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B
PRIMER  SEMESTRE DE 2019,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,DIURNO,PRESENCIAL,TUNJA,C,ARCABUCO,TUNJA,12/03/1996 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,DIURNO,PRESENCIAL,TUNJA,C,MIRAFLORES,MIRAFLORES,05/24/1998 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,DIURNO,PRESENCIAL,SOGAMOSO,C,SOGAMOSO,SOGAMOSO,10/13/1999 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,DIURNO,PRESENCIAL,TUNJA,C,NUEVO COLÓN,TUNJA,11/23/2000 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C
PRIMER  SEMESTRE DE 2019,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,DIURNO,PRESENCIAL,TUNJA,C,TUNJA,TUNJA,09/15/1996 12:00:00 AM,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D
PRIMER  SEMESTRE DE 2019,SECCIONAL SOGAMOSO,INGENIERIA ELECTRONICA,DIURNO,PRESENCIAL,SOGAMOSO,T,SOGAMOSO,SOGAMOSO,03/15/1999 12:00:00 AM,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C
